Participant_ID,Trial_Number,Reaction_Time,Accuracy,Presentation_Rate,item,triplet,Sentence_Type,Experiment,Location
p_8786977,144,1117.7,1,125,i_127,15,control,2b,Spatially_Accurate
p_8786977,145,821.9,1,125,i_138,26,control,2b,Spatially_Accurate
p_8786977,146,296.4,0,125,i_117,5,control,2b,Spatially_Accurate
p_8786977,147,827.2,1,125,i_194,82,transposed,2b,Spatially_Accurate
p_8786977,148,864.6,0,125,i_177,65,transposed,2b,Spatially_Accurate
p_8786977,149,508,1,250,i_32,,baseline,2b,Spatially_Accurate
p_8786977,150,241.7,1,125,i_106,,baseline,2b,Spatially_Accurate
p_8786977,151,23,1,250,i_148,36,control,2b,Spatially_Accurate
p_8786977,152,357.4,1,125,i_102,,baseline,2b,Spatially_Accurate
p_8786977,153,737.5,1,125,i_129,17,control,2b,Spatially_Accurate
p_8786977,154,370.9,0,125,i_183,71,transposed,2b,Spatially_Accurate
p_8786977,155,330,1,125,i_93,,baseline,2b,Spatially_Accurate
p_8786977,156,1406.8,1,125,i_71,,baseline,2b,Spatially_Accurate
p_8786977,157,102.6,1,250,i_216,104,transposed,2b,Spatially_Accurate
p_8786977,158,283.6,1,250,i_164,52,control,2b,Spatially_Accurate
p_8786977,159,749.8,1,125,i_124,12,control,2b,Spatially_Accurate
p_8786977,160,277.6,1,250,i_198,86,transposed,2b,Spatially_Accurate
p_8786977,161,241.6,1,250,i_42,,baseline,2b,Spatially_Accurate
p_8786977,162,320.1,1,250,i_40,,baseline,2b,Spatially_Accurate
p_8786977,163,379.3,1,250,i_2,,baseline,2b,Spatially_Accurate
p_8786977,164,330.5,1,250,i_204,92,transposed,2b,Spatially_Accurate
p_8786977,165,449.1,1,250,i_151,39,control,2b,Spatially_Accurate
p_8786977,166,293.5,1,250,i_18,,baseline,2b,Spatially_Accurate
p_8786977,167,224.5,1,250,i_44,,baseline,2b,Spatially_Accurate
p_8786977,168,334.2,1,250,i_199,87,transposed,2b,Spatially_Accurate
p_8786977,169,353.8,1,250,i_22,,baseline,2b,Spatially_Accurate
p_8786977,170,796.7,0,125,i_193,81,transposed,2b,Spatially_Accurate
p_8786977,171,321.6,1,250,i_24,,baseline,2b,Spatially_Accurate
p_8786977,172,609.2,1,125,i_179,67,transposed,2b,Spatially_Accurate
p_8786977,173,310.6,1,250,i_213,101,transposed,2b,Spatially_Accurate
p_8786977,174,387,1,250,i_14,,baseline,2b,Spatially_Accurate
p_8786977,175,252.4,1,250,i_167,55,control,2b,Spatially_Accurate
p_8786977,176,212.5,1,250,i_47,,baseline,2b,Spatially_Accurate
p_8786977,177,494.3,1,125,i_109,,baseline,2b,Spatially_Accurate
p_8786977,178,533.1,1,250,i_56,,baseline,2b,Spatially_Accurate
p_8786977,179,413.3,1,125,i_61,,baseline,2b,Spatially_Accurate
p_8786977,180,253,1,250,i_224,112,transposed,2b,Spatially_Accurate
p_8786977,181,272.4,1,250,i_168,56,control,2b,Spatially_Accurate
p_8786977,182,213.2,1,250,i_52,,baseline,2b,Spatially_Accurate
p_8786977,183,311,1,125,i_68,,baseline,2b,Spatially_Accurate
p_8786977,184,603.3,1,250,i_17,,baseline,2b,Spatially_Accurate
p_8786977,185,667.5,1,125,i_88,,baseline,2b,Spatially_Accurate
p_8786977,186,240.1,1,250,i_33,,baseline,2b,Spatially_Accurate
p_8786977,187,356.1,1,125,i_74,,baseline,2b,Spatially_Accurate
p_8786977,188,316,1,125,i_131,19,control,2b,Spatially_Accurate
p_8786977,189,875.2,1,125,i_196,84,transposed,2b,Spatially_Accurate
p_8786977,190,217.3,1,250,i_159,47,control,2b,Spatially_Accurate
p_8786977,191,278.4,1,250,i_150,38,control,2b,Spatially_Accurate
p_8786977,192,265,1,250,i_4,,baseline,2b,Spatially_Accurate
p_8786977,193,233.7,1,250,i_12,,baseline,2b,Spatially_Accurate
p_8786977,194,470.1,0,125,i_126,14,control,2b,Spatially_Accurate
p_8786977,195,614.6,1,125,i_111,,baseline,2b,Spatially_Accurate
p_8786977,196,52.4,1,250,i_41,,baseline,2b,Spatially_Accurate
p_8786977,197,2,1,250,i_141,29,control,2b,Spatially_Accurate
p_8786977,198,525,1,125,i_171,59,transposed,2b,Spatially_Accurate
p_8786977,199,514.8,0,125,i_119,7,control,2b,Spatially_Accurate
p_8786977,200,556.5,1,125,i_116,4,control,2b,Spatially_Accurate
p_8786977,201,131,1,250,i_50,,baseline,2b,Spatially_Accurate
p_8786977,202,448.1,1,250,i_51,,baseline,2b,Spatially_Accurate
p_8786977,203,148.1,1,250,i_219,107,transposed,2b,Spatially_Accurate
p_8786977,204,305.2,1,250,i_215,103,transposed,2b,Spatially_Accurate
p_8786977,205,1022.4,1,125,i_182,70,transposed,2b,Spatially_Accurate
p_8786977,206,307.8,1,250,i_158,46,control,2b,Spatially_Accurate
p_8786977,207,382.4,1,125,i_92,,baseline,2b,Spatially_Accurate
p_8786977,208,991.6,0,125,i_184,72,transposed,2b,Spatially_Accurate
p_8786977,209,257.2,1,250,i_29,,baseline,2b,Spatially_Accurate
p_8786977,210,391.5,1,125,i_98,,baseline,2b,Spatially_Accurate
p_8786977,211,336.7,1,250,i_162,50,control,2b,Spatially_Accurate
p_8786977,212,256.2,1,250,i_27,,baseline,2b,Spatially_Accurate
p_8786977,213,430.6,1,125,i_110,,baseline,2b,Spatially_Accurate
p_8786977,214,268.7,1,250,i_201,89,transposed,2b,Spatially_Accurate
p_8786977,215,473,0,125,i_180,68,transposed,2b,Spatially_Accurate
p_8786977,216,439.2,1,125,i_175,63,transposed,2b,Spatially_Accurate
p_8786977,217,232.4,1,250,i_38,,baseline,2b,Spatially_Accurate
p_8786977,218,493.1,1,125,i_113,1,control,2b,Spatially_Accurate
p_8786977,219,221.3,1,250,i_147,35,control,2b,Spatially_Accurate
p_8786977,220,558.3,1,125,i_78,,baseline,2b,Spatially_Accurate
p_8786977,221,342.2,1,250,i_142,30,control,2b,Spatially_Accurate
p_8786977,222,142.2,0,250,i_197,85,transposed,2b,Spatially_Accurate
p_8786977,223,207.6,1,250,i_21,,baseline,2b,Spatially_Accurate
p_8786977,224,524.1,0,125,i_172,60,transposed,2b,Spatially_Accurate
p_8786978,1,4770.3,0,125,i_131,19,control,2b,Spatially_Accurate
p_8786978,2,1277.7,0,250,i_199,87,transposed,2b,Spatially_Accurate
p_8786978,3,3779.4,1,250,i_223,111,transposed,2b,Spatially_Accurate
p_8786978,4,1886.3,1,125,i_185,73,transposed,2b,Spatially_Accurate
p_8786978,5,1345.4,1,250,i_54,,baseline,2b,Spatially_Accurate
p_8786978,6,1674.9,1,125,i_130,18,control,2b,Spatially_Accurate
p_8786978,7,1542.5,1,250,i_147,35,control,2b,Spatially_Accurate
p_8786978,8,5199.2,1,250,i_200,88,transposed,2b,Spatially_Accurate
p_8786978,9,1035.2,1,250,i_37,,baseline,2b,Spatially_Accurate
p_8786978,10,1900.3,1,125,i_110,,baseline,2b,Spatially_Accurate
p_8786978,11,1970.8,1,125,i_97,,baseline,2b,Spatially_Accurate
p_8786978,12,4690.2,1,250,i_26,,baseline,2b,Spatially_Accurate
p_8786978,13,2090.7,1,125,i_128,16,control,2b,Spatially_Accurate
p_8786978,14,1428.9,1,125,i_123,11,control,2b,Spatially_Accurate
p_8786978,15,5902.1,1,250,i_14,,baseline,2b,Spatially_Accurate
p_8786978,16,1636.8,0,125,i_188,76,transposed,2b,Spatially_Accurate
p_8786978,17,1182.7,1,250,i_23,,baseline,2b,Spatially_Accurate
p_8786978,18,1123.4,1,250,i_164,52,control,2b,Spatially_Accurate
p_8786978,19,3334.7,1,250,i_209,97,transposed,2b,Spatially_Accurate
p_8786978,20,1396.5,1,250,i_31,,baseline,2b,Spatially_Accurate
p_8786978,21,1238.3,1,250,i_1,,baseline,2b,Spatially_Accurate
p_8786978,22,974.4,1,250,i_32,,baseline,2b,Spatially_Accurate
p_8786978,23,2003.6,1,125,i_127,15,control,2b,Spatially_Accurate
p_8786978,24,1299.8,0,125,i_100,,baseline,2b,Spatially_Accurate
p_8786978,25,1580.6,0,125,i_178,66,transposed,2b,Spatially_Accurate
p_8786978,26,1081.6,1,250,i_28,,baseline,2b,Spatially_Accurate
p_8786978,27,1697.4,1,125,i_86,,baseline,2b,Spatially_Accurate
p_8786978,28,975.6,1,250,i_6,,baseline,2b,Spatially_Accurate
p_8786978,29,4058.3,1,125,i_196,84,transposed,2b,Spatially_Accurate
p_8786978,30,1268,1,250,i_210,98,transposed,2b,Spatially_Accurate
p_8786978,31,1667.1,1,125,i_115,3,control,2b,Spatially_Accurate
p_8786978,32,1202.2,1,125,i_87,,baseline,2b,Spatially_Accurate
p_8786978,33,2514.2,0,125,i_136,24,control,2b,Spatially_Accurate
p_8786978,34,1043.9,1,250,i_211,99,transposed,2b,Spatially_Accurate
p_8786978,35,937,1,250,i_39,,baseline,2b,Spatially_Accurate
p_8786978,36,1238.2,1,250,i_9,,baseline,2b,Spatially_Accurate
p_8786978,37,2290.5,1,250,i_44,,baseline,2b,Spatially_Accurate
p_8786978,38,1021.9,1,250,i_215,103,transposed,2b,Spatially_Accurate
p_8786978,39,1075.3,1,250,i_15,,baseline,2b,Spatially_Accurate
p_8786978,40,3024.2,0,125,i_172,60,transposed,2b,Spatially_Accurate
p_8786978,41,3666.8,1,125,i_194,82,transposed,2b,Spatially_Accurate
p_8786978,42,1101.6,1,250,i_25,,baseline,2b,Spatially_Accurate
p_8786978,43,1242.2,1,250,i_214,102,transposed,2b,Spatially_Accurate
p_8786978,44,3345.9,1,125,i_124,12,control,2b,Spatially_Accurate
p_8786978,45,2844.6,0,125,i_180,68,transposed,2b,Spatially_Accurate
p_8786978,46,805.6,1,250,i_34,,baseline,2b,Spatially_Accurate
p_8786978,47,1093.5,1,125,i_66,,baseline,2b,Spatially_Accurate
p_8786978,48,989.2,1,250,i_159,47,control,2b,Spatially_Accurate
p_8786978,49,988.4,1,250,i_150,38,control,2b,Spatially_Accurate
p_8786978,50,1074.1,1,125,i_119,7,control,2b,Spatially_Accurate
p_8786978,51,2912.8,0,125,i_171,59,transposed,2b,Spatially_Accurate
p_8786978,52,1533.6,0,125,i_125,13,control,2b,Spatially_Accurate
p_8786978,53,1155.8,1,125,i_58,,baseline,2b,Spatially_Accurate
p_8786978,54,1452.8,1,125,i_113,1,control,2b,Spatially_Accurate
p_8786978,55,1075.6,1,125,i_59,,baseline,2b,Spatially_Accurate
p_8786978,56,1415,1,250,i_161,49,control,2b,Spatially_Accurate
p_8786978,57,1001.8,1,250,i_154,42,control,2b,Spatially_Accurate
p_8786978,58,1225.5,0,250,i_222,110,transposed,2b,Spatially_Accurate
p_8786978,59,1537.7,1,250,i_45,,baseline,2b,Spatially_Accurate
p_8786978,60,2956.4,0,125,i_182,70,transposed,2b,Spatially_Accurate
p_8786978,61,1335.2,0,125,i_190,78,transposed,2b,Spatially_Accurate
p_8786978,62,1486.2,1,125,i_106,,baseline,2b,Spatially_Accurate
p_8786978,63,1587.7,1,125,i_129,17,control,2b,Spatially_Accurate
p_8786978,64,1653.3,1,125,i_174,62,transposed,2b,Spatially_Accurate
p_8786978,65,1227.6,1,125,i_80,,baseline,2b,Spatially_Accurate
p_8786978,66,1014.8,1,250,i_165,53,control,2b,Spatially_Accurate
p_8786978,67,1041.1,1,250,i_17,,baseline,2b,Spatially_Accurate
p_8786978,68,1474.7,1,250,i_149,37,control,2b,Spatially_Accurate
p_8786978,69,1937.8,1,250,i_11,,baseline,2b,Spatially_Accurate
p_8786978,70,2176.2,1,250,i_27,,baseline,2b,Spatially_Accurate
p_8786978,71,1627.9,1,125,i_79,,baseline,2b,Spatially_Accurate
p_8786978,72,1113.5,1,250,i_41,,baseline,2b,Spatially_Accurate
p_8786978,73,2890,1,125,i_176,64,transposed,2b,Spatially_Accurate
p_8786978,74,1213.2,1,250,i_42,,baseline,2b,Spatially_Accurate
p_8786978,75,1176.8,1,125,i_117,5,control,2b,Spatially_Accurate
p_8786978,76,1531.5,1,250,i_145,33,control,2b,Spatially_Accurate
p_8786978,77,1753.8,0,125,i_183,71,transposed,2b,Spatially_Accurate
p_8786978,78,4045.2,1,125,i_62,,baseline,2b,Spatially_Accurate
p_8786978,79,1052.7,1,250,i_201,89,transposed,2b,Spatially_Accurate
p_8786978,80,1328.2,1,250,i_155,43,control,2b,Spatially_Accurate
p_8786978,81,2612.8,1,125,i_173,61,transposed,2b,Spatially_Accurate
p_8786978,82,1388.6,0,125,i_179,67,transposed,2b,Spatially_Accurate
p_8786978,83,1264.4,1,250,i_198,86,transposed,2b,Spatially_Accurate
p_8786978,84,1069.5,1,250,i_29,,baseline,2b,Spatially_Accurate
p_8786978,85,1632.5,0,250,i_5,,baseline,2b,Spatially_Accurate
p_8786978,86,1070.9,1,250,i_158,46,control,2b,Spatially_Accurate
p_8786978,87,1154.8,0,125,i_57,,baseline,2b,Spatially_Accurate
p_8786978,88,1272.4,1,125,i_70,,baseline,2b,Spatially_Accurate
p_8786978,89,1273.6,0,125,i_189,77,transposed,2b,Spatially_Accurate
p_8786978,90,1462.7,1,250,i_24,,baseline,2b,Spatially_Accurate
p_8786978,91,1576.6,1,125,i_135,23,control,2b,Spatially_Accurate
p_8786978,92,3410.3,1,250,i_205,93,transposed,2b,Spatially_Accurate
p_8786978,93,1122.2,1,250,i_13,,baseline,2b,Spatially_Accurate
p_8786978,94,1212.7,1,250,i_48,,baseline,2b,Spatially_Accurate
p_8786978,95,1720.3,1,250,i_56,,baseline,2b,Spatially_Accurate
p_8786978,96,2741.8,1,125,i_89,,baseline,2b,Spatially_Accurate
p_8786978,97,1410.1,1,125,i_114,2,control,2b,Spatially_Accurate
p_8786978,98,1161,1,125,i_72,,baseline,2b,Spatially_Accurate
p_8786978,99,1650.1,1,125,i_82,,baseline,2b,Spatially_Accurate
p_8786978,100,1571.7,1,125,i_73,,baseline,2b,Spatially_Accurate
p_8786978,101,1009.1,1,250,i_203,91,transposed,2b,Spatially_Accurate
p_8786978,102,1400.6,1,125,i_103,,baseline,2b,Spatially_Accurate
p_8786978,103,882.5,1,125,i_68,,baseline,2b,Spatially_Accurate
p_8786978,104,2570.5,1,125,i_126,14,control,2b,Spatially_Accurate
p_8786978,105,1236.8,1,250,i_50,,baseline,2b,Spatially_Accurate
p_8786978,106,1343.3,1,250,i_7,,baseline,2b,Spatially_Accurate
p_8786978,107,2142.3,1,250,i_53,,baseline,2b,Spatially_Accurate
p_8786978,108,1344.7,1,250,i_206,94,transposed,2b,Spatially_Accurate
p_8786978,109,1796.7,0,125,i_191,79,transposed,2b,Spatially_Accurate
p_8786978,110,1030.8,1,125,i_105,,baseline,2b,Spatially_Accurate
p_8786978,111,1359.7,0,125,i_181,69,transposed,2b,Spatially_Accurate
p_8786978,112,1213.9,1,125,i_63,,baseline,2b,Spatially_Accurate
p_8786978,113,1532,1,125,i_139,27,control,2b,Spatially_Accurate
p_8786978,114,2065,1,125,i_60,,baseline,2b,Spatially_Accurate
p_8786978,115,1704.7,1,125,i_120,8,control,2b,Spatially_Accurate
p_8786978,116,2175.6,0,250,i_208,96,transposed,2b,Spatially_Accurate
p_8786978,117,922.4,1,250,i_55,,baseline,2b,Spatially_Accurate
p_8786978,118,914,1,250,i_18,,baseline,2b,Spatially_Accurate
p_8786978,119,1545.3,0,250,i_43,,baseline,2b,Spatially_Accurate
p_8786978,120,3106.4,0,125,i_67,,baseline,2b,Spatially_Accurate
p_8786978,121,1285.4,1,125,i_76,,baseline,2b,Spatially_Accurate
p_8786978,122,1813.6,1,125,i_94,,baseline,2b,Spatially_Accurate
p_8786978,123,3933,1,125,i_65,,baseline,2b,Spatially_Accurate
p_8786978,124,1189.5,1,250,i_10,,baseline,2b,Spatially_Accurate
p_8786978,125,5990.1,0,250,i_2,,baseline,2b,Spatially_Accurate
p_8786978,126,1868.8,0,125,i_193,81,transposed,2b,Spatially_Accurate
p_8786978,127,1109.8,1,250,i_156,44,control,2b,Spatially_Accurate
p_8786978,128,2889.8,1,250,i_212,100,transposed,2b,Spatially_Accurate
p_8786978,129,1538.4,1,125,i_85,,baseline,2b,Spatially_Accurate
p_8786978,130,945.2,1,250,i_35,,baseline,2b,Spatially_Accurate
p_8786978,131,2876.7,1,250,i_143,31,control,2b,Spatially_Accurate
p_8786978,132,1667.8,0,250,i_146,34,control,2b,Spatially_Accurate
p_8786978,133,1645,1,125,i_90,,baseline,2b,Spatially_Accurate
p_8786978,134,950.9,1,250,i_162,50,control,2b,Spatially_Accurate
p_8786978,135,4145.9,1,250,i_217,105,transposed,2b,Spatially_Accurate
p_8786978,136,1872.3,0,250,i_224,112,transposed,2b,Spatially_Accurate
p_8786978,137,1186.4,1,125,i_81,,baseline,2b,Spatially_Accurate
p_8786978,138,861.7,1,250,i_38,,baseline,2b,Spatially_Accurate
p_8786978,139,2247.6,1,125,i_170,58,transposed,2b,Spatially_Accurate
p_8786978,140,1401.3,1,125,i_91,,baseline,2b,Spatially_Accurate
p_8786978,141,1133,1,250,i_218,106,transposed,2b,Spatially_Accurate
p_8786978,142,1366.5,1,250,i_47,,baseline,2b,Spatially_Accurate
p_8786978,143,1162.4,1,250,i_148,36,control,2b,Spatially_Accurate
p_8786978,144,4999.3,0,125,i_111,,baseline,2b,Spatially_Accurate
p_8786978,145,4587.8,0,250,i_204,92,transposed,2b,Spatially_Accurate
p_8786978,146,1229,1,250,i_22,,baseline,2b,Spatially_Accurate
p_8786978,147,1222.2,1,125,i_96,,baseline,2b,Spatially_Accurate
p_8786978,148,1209.2,1,125,i_93,,baseline,2b,Spatially_Accurate
p_8786978,149,1377.4,1,250,i_20,,baseline,2b,Spatially_Accurate
p_8786978,150,2571.1,1,125,i_175,63,transposed,2b,Spatially_Accurate
p_8786978,151,1425.5,1,125,i_71,,baseline,2b,Spatially_Accurate
p_8786978,152,2056.2,1,250,i_167,55,control,2b,Spatially_Accurate
p_8786978,153,1070.3,1,250,i_36,,baseline,2b,Spatially_Accurate
p_8786978,154,4437.1,0,125,i_84,,baseline,2b,Spatially_Accurate
p_8786978,155,1683,1,250,i_19,,baseline,2b,Spatially_Accurate
p_8786978,156,1234.8,1,250,i_46,,baseline,2b,Spatially_Accurate
p_8786978,157,2131.1,0,125,i_61,,baseline,2b,Spatially_Accurate
p_8786978,158,1130,0,250,i_202,90,transposed,2b,Spatially_Accurate
p_8786978,159,1602.2,1,125,i_169,57,transposed,2b,Spatially_Accurate
p_8786978,160,1092.1,1,125,i_109,,baseline,2b,Spatially_Accurate
p_8786978,161,1772.6,1,125,i_122,10,control,2b,Spatially_Accurate
p_8786978,162,807.6,1,250,i_49,,baseline,2b,Spatially_Accurate
p_8786978,163,2708.1,1,125,i_133,21,control,2b,Spatially_Accurate
p_8786978,164,1414.6,1,125,i_112,,baseline,2b,Spatially_Accurate
p_8786978,165,2808.5,1,250,i_142,30,control,2b,Spatially_Accurate
p_8786978,166,1787.9,1,250,i_216,104,transposed,2b,Spatially_Accurate
p_8786978,167,1396.8,1,125,i_64,,baseline,2b,Spatially_Accurate
p_8786978,168,1112.6,1,250,i_21,,baseline,2b,Spatially_Accurate
p_8786978,169,1701.9,1,125,i_118,6,control,2b,Spatially_Accurate
p_8786978,170,1739.9,1,125,i_92,,baseline,2b,Spatially_Accurate
p_8786978,171,1093,1,250,i_220,108,transposed,2b,Spatially_Accurate
p_8786978,172,923.4,0,250,i_219,107,transposed,2b,Spatially_Accurate
p_8786978,173,1625.1,0,250,i_221,109,transposed,2b,Spatially_Accurate
p_8786978,174,1828.7,1,125,i_77,,baseline,2b,Spatially_Accurate
p_8786978,175,3221.7,1,125,i_177,65,transposed,2b,Spatially_Accurate
p_8786978,176,2000.4,0,125,i_187,75,transposed,2b,Spatially_Accurate
p_8786978,177,2209.1,1,250,i_213,101,transposed,2b,Spatially_Accurate
p_8786978,178,4532.9,0,125,i_88,,baseline,2b,Spatially_Accurate
p_8786978,179,2000.4,1,250,i_163,51,control,2b,Spatially_Accurate
p_8786978,180,1515.4,1,250,i_40,,baseline,2b,Spatially_Accurate
p_8786978,181,1616,1,125,i_132,20,control,2b,Spatially_Accurate
p_8786978,182,2862.4,1,250,i_144,32,control,2b,Spatially_Accurate
p_8786978,183,1165,1,250,i_166,54,control,2b,Spatially_Accurate
p_8786978,184,1364.9,1,125,i_121,9,control,2b,Spatially_Accurate
p_8786978,185,1785,1,125,i_102,,baseline,2b,Spatially_Accurate
p_8786978,186,2275.8,0,125,i_134,22,control,2b,Spatially_Accurate
p_8786978,187,616.2,1,250,i_12,,baseline,2b,Spatially_Accurate
p_8786978,188,883.6,1,250,i_51,,baseline,2b,Spatially_Accurate
p_8786978,189,938.6,1,250,i_3,,baseline,2b,Spatially_Accurate
p_8786978,190,1224.9,1,250,i_153,41,control,2b,Spatially_Accurate
p_8786978,191,1711,1,250,i_16,,baseline,2b,Spatially_Accurate
p_8786978,192,1112,1,250,i_30,,baseline,2b,Spatially_Accurate
p_8786978,193,2588.7,1,250,i_207,95,transposed,2b,Spatially_Accurate
p_8786978,194,1699.7,1,125,i_108,,baseline,2b,Spatially_Accurate
p_8786978,195,1365,1,125,i_138,26,control,2b,Spatially_Accurate
p_8786978,196,4252.4,1,125,i_137,25,control,2b,Spatially_Accurate
p_8786978,197,1805.4,1,250,i_152,40,control,2b,Spatially_Accurate
p_8786978,198,1741,1,125,i_195,83,transposed,2b,Spatially_Accurate
p_8786978,199,1076.8,1,250,i_157,45,control,2b,Spatially_Accurate
p_8786978,200,3338.8,1,250,i_4,,baseline,2b,Spatially_Accurate
p_8786978,201,1809.8,1,125,i_101,,baseline,2b,Spatially_Accurate
p_8786978,202,4788.6,0,125,i_74,,baseline,2b,Spatially_Accurate
p_8786978,203,1818.3,1,125,i_116,4,control,2b,Spatially_Accurate
p_8786978,204,1210.2,1,250,i_160,48,control,2b,Spatially_Accurate
p_8786978,205,1146.2,1,125,i_69,,baseline,2b,Spatially_Accurate
p_8786978,206,1376.9,1,250,i_197,85,transposed,2b,Spatially_Accurate
p_8786978,207,1537.6,1,125,i_104,,baseline,2b,Spatially_Accurate
p_8786978,208,1543,1,250,i_168,56,control,2b,Spatially_Accurate
p_8786978,209,1079.3,0,125,i_99,,baseline,2b,Spatially_Accurate
p_8786978,210,1609.2,1,125,i_95,,baseline,2b,Spatially_Accurate
p_8786978,211,1840.4,1,125,i_140,28,control,2b,Spatially_Accurate
p_8786978,212,1716.4,1,250,i_151,39,control,2b,Spatially_Accurate
p_8786978,213,2430.7,0,125,i_184,72,transposed,2b,Spatially_Accurate
p_8786978,214,1347,1,125,i_186,74,transposed,2b,Spatially_Accurate
p_8786978,215,1142,1,250,i_52,,baseline,2b,Spatially_Accurate
p_8786978,216,1502,1,250,i_8,,baseline,2b,Spatially_Accurate
p_8786978,217,1087.1,1,125,i_107,,baseline,2b,Spatially_Accurate
p_8786978,218,1677.2,0,125,i_192,80,transposed,2b,Spatially_Accurate
p_8786978,219,1384,0,125,i_98,,baseline,2b,Spatially_Accurate
p_8786978,220,1756.2,1,250,i_141,29,control,2b,Spatially_Accurate
p_8786978,221,1000.4,1,250,i_33,,baseline,2b,Spatially_Accurate
p_8786978,222,866.7,1,125,i_75,,baseline,2b,Spatially_Accurate
p_8786978,223,1299.2,1,125,i_78,,baseline,2b,Spatially_Accurate
p_8786978,224,1512,1,125,i_83,,baseline,2b,Spatially_Accurate
p_8800515,1,635.6,1,250,i_181,69,transposed,2b,Spatially_Accurate
p_8800515,2,93.6,1,250,i_137,25,control,2b,Spatially_Accurate
p_8800515,3,2280.8,1,125,i_45,,baseline,2b,Spatially_Accurate
p_8800515,4,1071.5,1,125,i_154,42,control,2b,Spatially_Accurate
p_8800515,5,473.2,1,125,i_211,99,transposed,2b,Spatially_Accurate
p_8800515,6,1142.5,1,125,i_25,,baseline,2b,Spatially_Accurate
p_8800515,7,734.6,1,250,i_106,,baseline,2b,Spatially_Accurate
p_8800515,8,94.9,1,250,i_128,16,control,2b,Spatially_Accurate
p_8800515,9,0.7,1,250,i_127,15,control,2b,Spatially_Accurate
p_8800515,10,1125.9,0,125,i_153,41,control,2b,Spatially_Accurate
p_8800515,11,798.8,1,125,i_155,43,control,2b,Spatially_Accurate
p_8800515,12,555.8,1,125,i_51,,baseline,2b,Spatially_Accurate
p_8800515,13,461.1,1,250,i_102,,baseline,2b,Spatially_Accurate
p_8800515,14,457.3,0,125,i_200,88,transposed,2b,Spatially_Accurate
p_8800515,15,428.3,1,250,i_109,,baseline,2b,Spatially_Accurate
p_8800515,16,917.8,0,125,i_197,85,transposed,2b,Spatially_Accurate
p_8800515,17,260,1,250,i_116,4,control,2b,Spatially_Accurate
p_8800515,18,1060.7,1,250,i_60,,baseline,2b,Spatially_Accurate
p_8800515,19,1838.8,1,250,i_88,,baseline,2b,Spatially_Accurate
p_8800515,20,1084.6,1,250,i_62,,baseline,2b,Spatially_Accurate
p_8800515,21,731.7,1,125,i_159,47,control,2b,Spatially_Accurate
p_8800515,22,574.1,1,250,i_171,59,transposed,2b,Spatially_Accurate
p_8800515,23,714.7,1,125,i_152,40,control,2b,Spatially_Accurate
p_8800515,24,636,1,125,i_53,,baseline,2b,Spatially_Accurate
p_8800515,25,752.9,1,125,i_7,,baseline,2b,Spatially_Accurate
p_8800515,26,106.1,1,250,i_113,1,control,2b,Spatially_Accurate
p_8800515,27,892.2,1,250,i_185,73,transposed,2b,Spatially_Accurate
p_8800515,28,799.9,1,125,i_28,,baseline,2b,Spatially_Accurate
p_8800515,29,838.7,1,125,i_43,,baseline,2b,Spatially_Accurate
p_8800515,30,656.6,1,250,i_110,,baseline,2b,Spatially_Accurate
p_8800515,31,874.8,1,125,i_21,,baseline,2b,Spatially_Accurate
p_8800515,32,94,1,250,i_123,11,control,2b,Spatially_Accurate
p_8800515,33,519.3,1,125,i_158,46,control,2b,Spatially_Accurate
p_8800515,34,668,1,250,i_82,,baseline,2b,Spatially_Accurate
p_8800515,35,907.2,0,125,i_218,106,transposed,2b,Spatially_Accurate
p_8800515,36,522.1,1,250,i_138,26,control,2b,Spatially_Accurate
p_8800515,37,1433.3,1,250,i_174,62,transposed,2b,Spatially_Accurate
p_8800515,38,485.5,1,125,i_15,,baseline,2b,Spatially_Accurate
p_8800515,39,1528.9,0,125,i_201,89,transposed,2b,Spatially_Accurate
p_8800515,40,410,1,250,i_170,58,transposed,2b,Spatially_Accurate
p_8800515,41,366.7,1,250,i_103,,baseline,2b,Spatially_Accurate
p_8800515,42,346.8,1,250,i_89,,baseline,2b,Spatially_Accurate
p_8800515,43,469.1,1,125,i_148,36,control,2b,Spatially_Accurate
p_8800515,44,561,1,250,i_76,,baseline,2b,Spatially_Accurate
p_8800515,45,483.6,1,250,i_107,,baseline,2b,Spatially_Accurate
p_8800515,46,452.9,1,250,i_95,,baseline,2b,Spatially_Accurate
p_8800515,47,717.5,0,125,i_219,107,transposed,2b,Spatially_Accurate
p_8800515,48,785,1,250,i_132,20,control,2b,Spatially_Accurate
p_8800515,49,557.5,1,250,i_99,,baseline,2b,Spatially_Accurate
p_8800515,50,286.5,1,250,i_83,,baseline,2b,Spatially_Accurate
p_8800515,51,669.4,1,125,i_29,,baseline,2b,Spatially_Accurate
p_8800515,52,309,1,125,i_12,,baseline,2b,Spatially_Accurate
p_8800515,53,865.8,1,125,i_50,,baseline,2b,Spatially_Accurate
p_8800515,54,448.5,1,125,i_33,,baseline,2b,Spatially_Accurate
p_8800515,55,1188,0,250,i_184,72,transposed,2b,Spatially_Accurate
p_8800515,56,1879.8,0,125,i_9,,baseline,2b,Spatially_Accurate
p_8800515,57,391.6,1,250,i_61,,baseline,2b,Spatially_Accurate
p_8800515,58,458,1,125,i_18,,baseline,2b,Spatially_Accurate
